parcela	arvore	dap	ht
37	22	6.9	0
37	23	4.1	0
37	24	7.4	0
37	25	4.4	0
37	26	5.2	0
37	27	4.8	0
37	28	11.3	0
37	29	9.9	0
37	30	11.2	0
37	31	9.8	0
37	32	8.2	0
37	33	8.9	0
37	34	10.9	0
37	35	9.1	0
37	36	7.1	0
37	37	9.1	0
37	38	5.3	0
37	39	10.5	0
37	40	10.9	0
37	41	6.8	0
37	42	10.6	0
37	43	11.4	0
37	44	8.9	0
37	45	9.8	0
37	46	6.4	0
37	47	8.4	0
37	48	4.6	0
37	49	10.8	0
37	50	8.2	0
37	51	4.1	0
37	52	9.7	0
38	1	8.4	14.7
38	2	10.8	13.8
38	3	9.6	18.5
38	4	10.2	17.3
38	5	11.4	16.2
38	6	8.9	16
38	7	10.7	15.3
38	8	10.7	14.2
38	9	9.7	13.7
38	10	10.8	14.2
38	11	8.6	13.5
38	12	9.7	13.7
38	13	4	7.4
38	14	10.5	14.8
38	15	10.4	15.2
38	16	10.9	0
38	17	9.5	0
38	18	10.7	0
38	19	9.1	0
38	20	9.6	0
38	21	9.8	0
38	22	9.9	0
38	23	8.9	0
38	24	10.1	0
38	25	12.1	0
38	26	5.3	0
38	27	9.3	0
38	28	9.5	0
38	29	9.3	0
38	30	7.8	0
38	31	9.7	0
38	32	9.4	0
38	33	8.4	0
38	34	9.6	0
38	35	7.3	0
38	36	5.8	0
38	37	7.3	0
38	38	9.3	0
38	39	9.3	0
38	40	8.3	0
38	41	8.8	0
38	42	10.5	0
38	43	8.5	0
38	44	10.2	0
38	45	9.2	0
38	46	8.7	0
38	47	7.4	0
38	48	7.9	0
38	49	11.7	0
38	50	7.4	0
38	51	10.2	0
38	52	11.5	0
38	53	9.7	0
38	54	9.9	0
38	55	9.8	0
38	56	7.6	0
38	57	9.9	0
38	58	7.7	0
39	1	6.4	7.7
39	2	4.5	7.5
39	3	5.8	7.7
39	4	5.8	8.1
39	5	6.5	8.7
39	6	5.9	7.1
39	7	5.4	6.3
39	8	5.3	6.2
39	9	7	8
39	10	5.6	7.2
39	11	6.4	7.4
39	12	6.8	7.3
39	13	7.2	0
39	14	5.6	0
39	15	4.6	0
39	16	7.4	0
39	17	5.4	0
39	18	7.6	0
39	19	6.7	0
39	20	8.1	0
39	21	6.2	0
39	22	4.9	0
39	23	7.8	0
39	24	4.7	0
39	25	7.7	0
39	26	6.4	0
39	27	5.7	0
39	28	6.4	0
39	29	7.2	0
39	30	6.2	0
39	31	6.3	0
39	32	7	0
39	33	7.2	0
39	34	6.2	0
39	35	6.6	0
39	36	4.3	0
39	37	6.2	0
39	38	6.7	0
39	39	5.6	0
39	40	6.2	0
39	41	9.3	0
39	42	6.2	0
39	43	7.6	0
39	44	7.7	0
39	45	6.7	0
39	46	8.2	0
39	47	7.2	0
39	48	6.1	0
39	49	5.3	0
39	50	5.8	0
39	51	4.8	0
39	52	5.8	0
39	53	7	0
39	54	8.3	0
39	55	6.7	0
39	56	7.9	0
39	57	6.8	0
39	58	7.8	0
39	59	8	0
39	60	7.5	0
39	61	7.6	0
40	1	4.9	9.7
40	2	7.3	12.6
40	3	9.1	13.2
40	4	9.3	13.3
40	5	5.3	10.4
40	6	11	13.3
40	7	10.8	11.6
40	8	8.4	11.3
40	9	10.4	14
40	10	5.4	10.2
40	11	5.9	10.2
40	12	6.6	11.2
40	13	4.9	9.5
40	14	10.8	12.7
40	15	8.8	0
40	16	4.4	0
40	17	5.6	0
40	18	9.4	0
40	19	8.2	0
40	20	7.9	0
40	21	9.9	0
40	22	10.9	0
40	23	9.3	0
40	24	10.8	0
40	25	7.4	0
40	26	4.2	0
40	27	10.2	0
40	28	10.4	0
40	29	8.5	0
40	30	11.1	0
40	31	8.7	0
40	32	4.5	0
40	33	10.9	0
40	34	7.5	0
40	35	9.3	0
40	36	7.3	0
40	37	8.8	0
40	38	8.6	0
40	39	9.8	0
40	40	10.3	0
40	41	5.5	0
40	42	5.5	0
40	43	4.2	0
40	44	11.2	0
40	45	4.3	0
40	46	9.9	0
40	47	11.8	0
40	48	8.9	0
40	49	5.7	0
40	50	8.8	0
40	51	8.7	0
41	1	10.2	14.4
41	2	8	13.9
41	3	11.2	16.3
41	4	9	13.8
41	5	9.8	14.3
41	6	8.2	14.7
41	7	10.3	15.6
41	8	8.7	14.9
41	9	6.6	11.8
41	10	9	11.3
41	11	5.2	10.7
41	12	8.8	13.7
41	13	9.8	14
41	14	7.4	0
41	15	5.5	0
41	16	10.8	0
41	17	9.4	0
41	18	6.7	0
41	19	6.7	0
41	20	6.9	0
41	21	8.9	0
41	22	4.1	0
41	23	8.4	0
41	24	8.9	0
41	25	8.7	0
41	26	7.9	0
41	27	9.5	0
41	28	11.3	0
41	29	8.8	0
41	30	10.5	0
41	31	7.7	0
41	32	9.2	0
41	33	5.4	0
41	34	6.4	0
41	35	6.4	0
41	36	6.7	0
41	37	8.7	0
41	38	6.4	0
41	39	5.8	0
41	40	10	0
41	41	5.9	0
41	42	9.1	0
41	43	9.9	0
41	44	6.6	0
41	45	6.9	0
41	46	7.5	0
41	47	9.2	0
41	48	6.2	0
41	49	10.1	0
41	50	9.9	0
41	51	9.1	0
42	1	6.3	9.5
42	2	4.1	8.2
42	3	4.9	8.9
42	4	6	11.3
42	5	4.4	7.6
42	6	6.8	8
42	7	8.3	9.5
42	8	7	9
42	9	8.9	8.3
42	10	7.1	7.5
42	11	5.6	6.6
42	12	7.6	7.9
42	13	6.8	8.2
42	14	8	0
42	15	4.8	0
42	16	8.1	0
42	17	6.8	0
42	18	4.4	0
42	19	5	0
42	20	4.4	0
42	21	7.7	0
42	22	6.6	0
42	23	6.3	0
42	24	4.4	0
42	25	7.4	0
42	26	7.6	0
42	27	8.5	0
42	28	7.2	0
42	29	4.1	0
42	30	5.9	0
42	31	8.9	0
42	32	7.5	0
42	33	7.6	0
42	34	6.9	0
42	35	4.9	0
42	36	4.5	0
42	37	9.5	0
42	38	8.4	0
42	39	8	0
42	40	9.9	0
42	41	7.7	0
42	42	7.2	0
42	43	10.6	0
42	44	6.9	0
42	45	10.2	0
42	46	10.6	0
43	1	9.1	12.7
43	2	9.8	13.2
43	3	8.2	12.7
43	4	5.9	11.7
43	5	9	14
43	6	6.8	13.2
43	7	10.9	14.4
43	8	6.2	11.1
43	9	9.1	13.7
43	10	10.7	12.7
43	11	6.8	10.5
43	12	5.4	9.7
43	13	7.9	12.1
43	14	8.1	12.3
43	15	4.1	8.8
43	16	5	0
43	17	10.3	0
43	18	6.5	0
43	19	8.9	0
43	20	9	0
43	21	7.4	0
43	22	4	0
43	23	4.7	0
43	24	8.6	0
43	25	8.3	0
43	26	8.7	0
43	27	7.6	0
43	28	8.7	0
43	29	4.9	0
43	30	4.7	0
43	31	9.5	0
43	32	8	0
43	33	8.3	0
43	34	4.9	0
43	35	6.6	0
43	36	7.3	0
43	37	4.2	0
43	38	5.8	0
43	39	7.6	0
43	40	6.9	0
43	41	8.9	0
43	42	8.1	0
43	43	6.6	0
43	44	4.3	0
43	45	10.2	0
43	46	7.2	0
43	47	6.4	0
43	48	7.7	0
43	49	8.5	0
43	50	9.2	0
44	1	5.8	10.3
44	2	10.6	13.7
44	3	6	11.2
44	4	9.6	13
44	5	8.7	11.8
44	6	12.4	12.1
44	7	4.4	8.3
44	8	10.6	11.5
44	9	9.7	7.5
44	10	4	8
44	11	9.3	11.8
44	12	7.1	11.9
44	13	10.9	14.1
44	14	10	14.8
44	15	10.8	0
44	16	8.9	0
44	17	7.5	0
44	18	10.1	0
44	19	11.2	0
44	20	9.1	0
44	21	10.7	0
44	22	7.3	0
44	23	9.6	0
44	24	10.1	0
44	25	5.8	0
44	26	8	0
44	27	9	0
44	28	9.4	0
44	29	7.3	0
44	30	9.8	0
44	31	4.6	0
44	32	7.4	0
44	33	8.7	0
44	34	7.6	0
44	35	9.3	0
44	36	10.6	0
44	37	8.6	0
44	38	7.4	0
44	39	11.3	0
44	40	8.4	0
44	41	8.9	0
44	42	7.6	0
44	43	6.9	0
44	44	10.9	0
44	45	12.3	0
44	46	10.2	0
44	47	10.4	0
44	48	8.9	0
44	49	9.1	0
44	50	9.8	0
44	51	7.8	0
44	52	9.3	0
44	53	9.6	0
44	54	4.9	0
44	55	8.7	0
44	56	10.2	0
44	57	4.5	0
45	1	14.8	28.1
45	2	12.4	25.4
45	3	15.8	27.9
45	4	16.8	24.2
45	5	16	23.8
45	6	13.3	29.4
45	7	13.6	29.1
45	8	16.7	28.1
45	9	13.3	25.1
45	10	15.1	27.5
45	11	14.9	0
45	12	17.7	0
45	13	10.6	0
45	14	16.6	0
45	15	11	0
45	16	13	0
45	17	12	0
45	18	14.8	0
45	19	12.4	0
45	20	15.4	0
45	21	12.7	0
45	22	14.6	0
45	23	19.8	0
45	24	16.9	0
45	25	12.9	0
45	26	16.2	0
45	27	15.6	0
45	28	13.6	0
45	29	17	0
45	30	14.4	0
45	31	15.7	0
45	32	11.2	0
45	33	15.6	0
45	34	12.1	0
46	1	12.2	27.6
46	2	14.4	27.8
46	3	15.3	24.3
46	4	13.4	26.3
46	5	12.8	27.3
46	6	17.2	25.6
46	7	13.2	23.8
46	8	18.1	24.9
46	9	12.2	19.7
46	10	14.4	13.1
46	11	16.6	0
46	12	14.7	0
46	13	12.7	0
46	14	15.7	0
46	15	13.8	0
46	16	14.1	0
46	17	11.9	0
46	18	15.7	0
46	19	16.5	0
46	20	14.8	0
46	21	11.8	0
46	22	17.2	0
46	23	16.8	0
46	24	15.9	0
46	25	13.1	0
46	26	13	0
46	27	16.5	0
46	28	12.2	0
47	1	8.9	0
47	2	11.2	0
47	3	9.6	0
47	4	5.3	0
47	5	11.8	0
47	6	13.2	20
47	7	12.8	21.1
47	8	11.4	19.4
47	9	11.9	17.8
47	10	8.6	15.9
47	11	8.4	15.6
47	12	9.8	15.8
47	13	11	16.5
47	14	9.4	17
47	15	9.3	17.5
47	16	12.2	0
47	17	10.8	0
47	18	8.9	0
47	19	9.4	0
47	20	10.2	0
47	21	9.4	0
47	22	9	0
47	23	7.7	0
47	24	10.8	0
47	25	11.3	0
47	26	10.2	0
47	27	8.7	0
47	28	8.7	0
47	29	9.1	0
47	30	10.7	0
47	31	12.3	0
47	32	9.8	0
47	33	10.7	0
47	34	8	0
47	35	11.7	0
47	36	12.3	0
47	37	10.3	0
47	38	11.6	0
47	39	14.8	0
48	1	9.9	17.7
48	2	10.7	17.1
48	3	11	17.5
48	4	8.9	16.3
48	5	8	15.4
48	6	10.9	17.8
48	7	10.3	17.6
48	8	10.8	16.8
48	9	10	17.6
48	10	9.3	16.2
48	11	12.1	0
48	12	11.9	0
48	13	10.3	0
48	14	11.5	0
48	15	8.6	0
48	16	10.4	0
48	17	9.6	0
48	18	11.8	0
48	19	9.9	0
48	20	5.2	0
48	21	10.4	0
48	22	10.6	0
48	23	6.9	0
48	24	7.2	0
48	25	8.3	0
48	26	10.9	0
48	27	7.4	0
48	28	5.8	0
48	29	12.6	0
48	30	8.5	0
48	31	10	0
48	32	9.5	0
48	33	8.7	0
48	34	8.9	0
48	35	8.7	0
48	36	6	0
48	37	8.7	0
48	38	9.6	0
48	39	7.7	0
48	40	7.7	0
48	41	9.5	0
48	42	7.8	0
48	43	9.6	0
48	44	11.2	0
49	1	9.2	11.7
49	2	11.5	12.6
49	3	7.6	12
49	4	11.7	12.8
49	5	8.2	12.2
49	6	10.1	12.5
49	7	6.8	12.1
49	8	8.7	13.6
49	9	10.8	12.1
49	10	4.6	8.1
49	11	7.5	10.4
49	12	9.6	13.6
49	13	8.7	11.4
49	14	9.8	11.2
49	15	4.9	0
49	16	11.4	0
49	17	10.2	0
49	18	10.7	0
49	19	10.5	0
49	20	7.9	0
49	21	9.7	0
49	22	8.4	0
49	23	10.6	0
49	24	6.4	0
49	25	9.2	0
49	26	9.3	0
49	27	10.4	0
49	28	10.1	0
49	29	10.6	0
49	30	10.9	0
49	31	11.2	0
49	32	6.3	0
50	1	9.2	13.8
50	2	9.3	13.4
50	3	9.7	15.4
50	4	9.9	12.8
50	5	8.9	13.1
50	6	6.6	10.6
50	7	9.9	12.3
50	8	11.3	12.6
50	9	10.7	12.7
50	10	9.2	11
50	11	7.9	10.5
50	12	9.6	11.6
50	13	9.2	9.7
50	14	10.3	10.3
50	15	9.3	11
50	16	5.4	0
50	17	9	0
50	18	9.7	0
50	19	11.7	0
50	20	8.6	0
50	21	11.1	0
50	22	9.7	0
50	23	11	0
50	24	8.4	0
50	25	7.7	0
50	26	5.8	0
50	27	12.2	0
50	28	10.6	0
50	29	7.2	0
50	30	10.4	0
50	31	7.4	0
50	32	8.4	0
50	33	9.8	0
50	34	7.6	0
50	35	6.3	0
50	36	10.1	0
50	37	8.8	0
50	38	5.9	0
50	39	11.3	0
50	40	9.9	0
50	41	7.9	0
50	42	10.9	0
50	43	4.9	0
50	44	11.1	0
50	45	8.4	0
